id,title,scraped_aisle,category_specific,final_price,original_price,unit,discount,nutriscore,url,scraped_at,all_aisles,title_eng,aisle_eng
594226,AH Glutenvrije Borrelplank Pakket,borrel-chips-snacks,"Borrel, chips, snacks/Borrelplank",22.95,22.95,per pakket,Pakket,,https://www.ah.nl/producten/product/wi594226/ah-glutenvrije-borrelplank-pakket,2026-02-23,borrel-chips-snacks,AH Gluten-free Drinks Board Package,drinks-chips-snacks
606845,Itsu Thai sweet chili kroepoek,borrel-chips-snacks,"Borrel, chips, snacks/Luxe chips",2.99,2.99,60 g,,,https://www.ah.nl/producten/product/wi606845/itsu-thai-sweet-chili-kroepoek,2026-02-23,borrel-chips-snacks,Itsu Prawn cracker crisps Thai sweet chilli,drinks-chips-snacks
606863,Itsu Chinese hoisin duck kroepoek,borrel-chips-snacks,"Borrel, chips, snacks/Luxe chips",2.99,2.99,60 g,,,https://www.ah.nl/producten/product/wi606863/itsu-chinese-hoisin-duck-kroepoek,2026-02-23,borrel-chips-snacks,Itsu Prawn cracker crisps Chinese hoisin duck,drinks-chips-snacks
448476,AH Ribbelchips paprika,borrel-chips-snacks,"Borrel, chips, snacks/Paprika chips",1.35,1.35,250 g,,C,https://www.ah.nl/producten/product/wi448476/ah-ribbelchips-paprika,2026-02-23,borrel-chips-snacks,AH Ribbelchips paprika,drinks-chips-snacks
448457,AH Chips naturel,borrel-chips-snacks,"Borrel, chips, snacks/Naturel chips",0.95,0.95,250 g,,D,https://www.ah.nl/producten/product/wi448457/ah-chips-naturel,2026-02-23,borrel-chips-snacks,AH Chips natural,drinks-chips-snacks
165098,AH Kaasstengels met Goudse kaas,borrel-chips-snacks,"Borrel, chips, snacks/Kaaszoutjes",1.39,1.39,150 g,,E,https://www.ah.nl/producten/product/wi165098/ah-kaasstengels-met-goudse-kaas,2026-02-23,borrel-chips-snacks,AH Cheese sticks with Gouda cheese,drinks-chips-snacks
448459,AH Chips paprika,borrel-chips-snacks,"Borrel, chips, snacks/Paprika chips",0.69,0.69,250 g,,D,https://www.ah.nl/producten/product/wi448459/ah-chips-paprika,2026-02-23,borrel-chips-snacks,AH Chips paprika,drinks-chips-snacks
187874,AH Zoute popcorn,borrel-chips-snacks,"Borrel, chips, snacks/Popcorn",0.89,0.89,100 g,,C,https://www.ah.nl/producten/product/wi187874/ah-zoute-popcorn,2026-02-23,borrel-chips-snacks,AH Salty popcorn,drinks-chips-snacks
467589,AH Pinda's gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",1.15,1.15,500 g,,A,https://www.ah.nl/producten/product/wi467589/ah-pinda-s-gezouten,2026-02-23,borrel-chips-snacks,AH Salted peanuts,drinks-chips-snacks
483940,AH Melba toast naturel,borrel-chips-snacks,"Borrel, chips, snacks/Borreltoast",1.49,1.49,240 g,,D,https://www.ah.nl/producten/product/wi483940/ah-melba-toast-naturel,2026-02-23,borrel-chips-snacks,AH Melba toast natural,drinks-chips-snacks
519701,AH Mini salami,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - snacks",2.19,2.19,125 g,,E,https://www.ah.nl/producten/product/wi519701/ah-mini-salami,2026-02-23,borrel-chips-snacks,AH Mini salami,drinks-chips-snacks
467600,AH Studentenhaver ongezouten,borrel-chips-snacks,"Borrel, chips, snacks/Notenmix",1.99,1.99,200 g,,C,https://www.ah.nl/producten/product/wi467600/ah-studentenhaver-ongezouten,2026-02-23,borrel-chips-snacks,AH Student Oats unsalted,drinks-chips-snacks
494566,AH Tzatziki,borrel-chips-snacks,"Borrel, chips, snacks/Dipsaus (vers)",1.29,1.29,150 g,,C,https://www.ah.nl/producten/product/wi494566/ah-tzatziki,2026-02-23,borrel-chips-snacks,AH Tzatziki,drinks-chips-snacks
447644,AH Kaas smaak flips,borrel-chips-snacks,"Borrel, chips, snacks/Smaakvarianten chips",0.95,0.95,200 g,,E,https://www.ah.nl/producten/product/wi447644/ah-kaas-smaak-flips,2026-02-23,borrel-chips-snacks,AH Cheese flavor flips,drinks-chips-snacks
170915,AH Kip-kerrie salade,borrel-chips-snacks,"Borrel, chips, snacks/Kipsalades (beleg)",2.05,2.05,300 g,,D,https://www.ah.nl/producten/product/wi170915/ah-kip-kerrie-salade,2026-02-23,borrel-chips-snacks,AH Chicken curry salad,drinks-chips-snacks
217701,AH Cranberry notenmix ongezouten,borrel-chips-snacks,"Borrel, chips, snacks/Notenmix",2.39,2.39,200 g,,B,https://www.ah.nl/producten/product/wi217701/ah-cranberry-notenmix-ongezouten,2026-02-23,borrel-chips-snacks,AH Cranberry nut mix unsalted,drinks-chips-snacks
447643,AH Luchtige pinda flips,borrel-chips-snacks,"Borrel, chips, snacks/Smaakvarianten chips",0.99,0.99,200 g,,D,https://www.ah.nl/producten/product/wi447643/ah-luchtige-pinda-flips,2026-02-23,borrel-chips-snacks,AH Airy peanut flips,drinks-chips-snacks
165099,AH Zoute stengels naturel,borrel-chips-snacks,"Borrel, chips, snacks/Zoute sticks",1.19,1.19,150 g,,E,https://www.ah.nl/producten/product/wi165099/ah-zoute-stengels-naturel,2026-02-23,borrel-chips-snacks,AH Salty stems natural,drinks-chips-snacks
197337,AH Hollandse gehaktballetjes,borrel-chips-snacks,"Borrel, chips, snacks/Gehaktballetjes",2.89,2.89,400 g,,E,https://www.ah.nl/producten/product/wi197337/ah-hollandse-gehaktballetjes,2026-02-23,borrel-chips-snacks,AH Dutch meatballs,drinks-chips-snacks
467584,AH Choco pinda's zoet,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",1.69,1.69,200 g,,E,https://www.ah.nl/producten/product/wi467584/ah-choco-pinda-s-zoet,2026-02-23,borrel-chips-snacks,AH Choco peanuts sweet,drinks-chips-snacks
33068,AH Salami,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - salami, fuet",2.69,2.69,250 g,,E,https://www.ah.nl/producten/product/wi33068/ah-salami,2026-02-23,borrel-chips-snacks,AH Salami,drinks-chips-snacks
468279,AH Japanse mix,borrel-chips-snacks,"Borrel, chips, snacks/Rijstzoutjes",1.49,1.49,250 g,,D,https://www.ah.nl/producten/product/wi468279/ah-japanse-mix,2026-02-23,borrel-chips-snacks,AH Japanese mix,drinks-chips-snacks
448462,AH Chips cheese onion,borrel-chips-snacks,"Borrel, chips, snacks/Smaakvarianten chips",1.35,1.35,250 g,,D,https://www.ah.nl/producten/product/wi448462/ah-chips-cheese-onion,2026-02-23,borrel-chips-snacks,AH Chips cheese onion,drinks-chips-snacks
467586,AH Katjang pedis gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",1.49,1.49,250 g,,C,https://www.ah.nl/producten/product/wi467586/ah-katjang-pedis-gezouten,2026-02-23,borrel-chips-snacks,AH Katjang pedis salted,drinks-chips-snacks
556865,AH Bunnies naturel,borrel-chips-snacks,"Borrel, chips, snacks/Naturel chips",1.19,1.19,125 g,,D,https://www.ah.nl/producten/product/wi556865/ah-bunnies-naturel,2026-02-23,borrel-chips-snacks,AH Bunnies natural,drinks-chips-snacks
467585,AH Dry roast pinda's gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",0.89,0.89,150 g,,C,https://www.ah.nl/producten/product/wi467585/ah-dry-roast-pinda-s-gezouten,2026-02-23,borrel-chips-snacks,AH Dry roast peanuts salted,drinks-chips-snacks
165117,AH Mega mix,borrel-chips-snacks,"Borrel, chips, snacks/Pretzels",1.25,1.25,250 g,,E,https://www.ah.nl/producten/product/wi165117/ah-mega-mix,2026-02-23,borrel-chips-snacks,AH Mega mix,drinks-chips-snacks
111105,AH Pinda's in dop,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",1.89,1.89,500 g,,B,https://www.ah.nl/producten/product/wi111105/ah-pinda-s-in-dop,2026-02-23,borrel-chips-snacks,AH Peanuts in shell,drinks-chips-snacks
497585,AH Aioli,borrel-chips-snacks,"Borrel, chips, snacks/Aioli",1.39,1.39,200 g,,D,https://www.ah.nl/producten/product/wi497585/ah-aioli,2026-02-23,borrel-chips-snacks,AH Aioli,drinks-chips-snacks
426105,AH Olijven notenmix gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Notenmix",2.55,2.55,200 g,,B,https://www.ah.nl/producten/product/wi426105/ah-olijven-notenmix-gezouten,2026-02-23,borrel-chips-snacks,AH Olive nut mix salted,drinks-chips-snacks
217671,AH Pepitamix gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Notenmix",1.49,1.49,250 g,,B,https://www.ah.nl/producten/product/wi217671/ah-pepitamix-gezouten,2026-02-23,borrel-chips-snacks,AH Pepitamix salted,drinks-chips-snacks
517287,AH Zoete suikerpinda's,borrel-chips-snacks,"Borrel, chips, snacks/Pinda's",0.95,0.95,200 g,,D,https://www.ah.nl/producten/product/wi517287/ah-zoete-suikerpinda-s,2026-02-23,borrel-chips-snacks,AH Sweet sugar peanuts,drinks-chips-snacks
155647,AH Russisch-eislaatje,borrel-chips-snacks,"Borrel, chips, snacks/Slaatjes",1.25,1.25,200 g,,C,https://www.ah.nl/producten/product/wi155647/ah-russisch-eislaatje,2026-02-23,borrel-chips-snacks,AH Russian egg salad,drinks-chips-snacks
155651,AH Rundvleesslaatje,borrel-chips-snacks,"Borrel, chips, snacks/Slaatjes",1.25,1.25,200 g,,C,https://www.ah.nl/producten/product/wi155651/ah-rundvleesslaatje,2026-02-23,borrel-chips-snacks,AH Beef salad,drinks-chips-snacks
161791,Westland Rundvlees slaatje,borrel-chips-snacks,"Borrel, chips, snacks/Slaatjes",1.29,1.29,140 g,,C,https://www.ah.nl/producten/product/wi161791/westland-rundvlees-slaatje,2026-02-23,borrel-chips-snacks,Westland Beef salad,drinks-chips-snacks
161793,Westland Ei slaatje,borrel-chips-snacks,"Borrel, chips, snacks/Slaatjes",1.29,1.29,140 g,,C,https://www.ah.nl/producten/product/wi161793/westland-ei-slaatje,2026-02-23,borrel-chips-snacks,Westland Egg salad,drinks-chips-snacks
177030,Steneker Friese jongens,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",1.89,1.89,100 g,,E,https://www.ah.nl/producten/product/wi177030/steneker-friese-jongens,2026-02-23,borrel-chips-snacks,Steneker Frisian boys,drinks-chips-snacks
177031,Steneker Groningse jongens,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",3.89,3.89,220 g,,E,https://www.ah.nl/producten/product/wi177031/steneker-groningse-jongens,2026-02-23,borrel-chips-snacks,Steneker Groningen boys,drinks-chips-snacks
177032,Steneker Groningse jongens,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",1.89,1.89,100 g,,E,https://www.ah.nl/producten/product/wi177032/steneker-groningse-jongens,2026-02-23,borrel-chips-snacks,Steneker Groningen boys,drinks-chips-snacks
177033,Steneker Friese jongens,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",3.89,3.89,220 g,,E,https://www.ah.nl/producten/product/wi177033/steneker-friese-jongens,2026-02-23,borrel-chips-snacks,Steneker Frisian boys,drinks-chips-snacks
177056,Steneker Friese knakkers,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",3.19,3.19,160 g,,E,https://www.ah.nl/producten/product/wi177056/steneker-friese-knakkers,2026-02-23,borrel-chips-snacks,Steneker Frisian guys,drinks-chips-snacks
177057,Steneker Groningse knakkers,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",3.19,3.19,160 g,,E,https://www.ah.nl/producten/product/wi177057/steneker-groningse-knakkers,2026-02-23,borrel-chips-snacks,Steneker Groningen guys,drinks-chips-snacks
199332,Steneker Friese worst,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - salami, fuet",3.79,3.79,280 g,,E,https://www.ah.nl/producten/product/wi199332/steneker-friese-worst,2026-02-23,borrel-chips-snacks,Steneker Frisian sausage,drinks-chips-snacks
199339,Steneker Groningse droge worst,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - salami, fuet",3.79,3.79,280 g,,E,https://www.ah.nl/producten/product/wi199339/steneker-groningse-droge-worst,2026-02-23,borrel-chips-snacks,Steneker Groningen dry sausage,drinks-chips-snacks
374342,Sneq's Ferdi fuchs,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - snacks",0.99,0.99,50 g,,E,https://www.ah.nl/producten/product/wi374342/sneq-s-ferdi-fuchs,2026-02-23,borrel-chips-snacks,Sneq's Ferdi fuchs,drinks-chips-snacks
448235,Huls Achterhoekse metworst,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",4.49,4.49,180 g,,E,https://www.ah.nl/producten/product/wi448235/huls-achterhoekse-metworst,2026-02-23,borrel-chips-snacks,Huls Achterhoekse metworst,drinks-chips-snacks
448259,Huls Amb grunneger metworst,borrel-chips-snacks,"Borrel, chips, snacks/Droge worst - metworst",10.29,10.29,450 g,,E,https://www.ah.nl/producten/product/wi448259/huls-amb-grunneger-metworst,2026-02-23,borrel-chips-snacks,Huls Amb grunneger metsausage,drinks-chips-snacks
458836,AH Pistaches gezouten,borrel-chips-snacks,"Borrel, chips, snacks/Pistachenoten",2.79,2.79,200 g,,C,https://www.ah.nl/producten/product/wi458836/ah-pistaches-gezouten,2026-02-23,borrel-chips-snacks,AH Salted pistachios,drinks-chips-snacks
459940,Lay's Bugles nacho cheese flavour,borrel-chips-snacks,"Borrel, chips, snacks/Vormpjes chips",0.69,0.69,30 g,,D,https://www.ah.nl/producten/product/wi459940/lay-s-bugles-nacho-cheese-flavour,2026-02-23,borrel-chips-snacks,Lay's Bugles nacho cheese flavor,drinks-chips-snacks
460466,Doritos Sweet chili pepper,borrel-chips-snacks,"Borrel, chips, snacks/Tortilla chips",0.69,0.69,44 g,,C,https://www.ah.nl/producten/product/wi460466/doritos-sweet-chili-pepper,2026-02-23,borrel-chips-snacks,Doritos Sweet chili pepper,drinks-chips-snacks
468155,AH Pikante rijstzoutjes,borrel-chips-snacks,"Borrel, chips, snacks/Rijstzoutjes",1.49,1.49,150 g,,E,https://www.ah.nl/producten/product/wi468155/ah-pikante-rijstzoutjes,2026-02-23,borrel-chips-snacks,AH Spicy rice saltines,drinks-chips-snacks
470028,AH Biologisch Bananenchips,borrel-chips-snacks,"Borrel, chips, snacks/Fruit chips",2.99,2.99,250 g,,D,https://www.ah.nl/producten/product/wi470028/ah-biologisch-bananenchips,2026-02-23,borrel-chips-snacks,AH Organic Banana Chips,drinks-chips-snacks
470029,AH Biologisch Appelchips,borrel-chips-snacks,"Borrel, chips, snacks/Fruit chips",2.89,2.89,75 g,,C,https://www.ah.nl/producten/product/wi470029/ah-biologisch-appelchips,2026-02-23,borrel-chips-snacks,AH Organic Apple Chips,drinks-chips-snacks
485487,AH Kippenvleugels,borrel-chips-snacks,"Borrel, chips, snacks/Borrelhapjes met vlees",3.5,3.5,255 g,,D,https://www.ah.nl/producten/product/wi485487/ah-kippenvleugels,2026-02-23,borrel-chips-snacks,AH Chicken wings,drinks-chips-snacks
485488,AH Hotwings,borrel-chips-snacks,"Borrel, chips, snacks/Borrelhapjes met vlees",3.5,3.5,255 g,,D,https://www.ah.nl/producten/product/wi485488/ah-hotwings,2026-02-23,borrel-chips-snacks,AH Hotwings,drinks-chips-snacks
562329,AH Gehaktballetjes pikant,borrel-chips-snacks,"Borrel, chips, snacks/Gehaktballetjes",4.29,4.29,210 g,,E,https://www.ah.nl/producten/product/wi562329/ah-gehaktballetjes-pikant,2026-02-23,borrel-chips-snacks,AH Spicy meatballs,drinks-chips-snacks
570416,Lay's Paprika,borrel-chips-snacks,"Borrel, chips, snacks/Paprika chips",0.75,0.75,40 g,,C,https://www.ah.nl/producten/product/wi570416/lay-s-paprika,2026-02-23,borrel-chips-snacks,Lay's Paprika,drinks-chips-snacks
570422,Lay's Max naturel,borrel-chips-snacks,"Borrel, chips, snacks/Naturel chips",0.75,0.75,40 g,,D,https://www.ah.nl/producten/product/wi570422/lay-s-max-naturel,2026-02-23,borrel-chips-snacks,Lay's Max natural,drinks-chips-snacks
570423,Lay's Naturel,borrel-chips-snacks,"Borrel, chips, snacks/Naturel chips",0.75,0.75,40 g,,C,https://www.ah.nl/producten/product/wi570423/lay-s-naturel,2026-02-23,borrel-chips-snacks,Lay's Natural,drinks-chips-snacks
590937,Pathé Popcorn zoet,borrel-chips-snacks,"Borrel, chips, snacks/Popcorn",3.49,3.49,150 g,,D,https://www.ah.nl/producten/product/wi590937/pathe-popcorn-zoet,2026-02-23,borrel-chips-snacks,Pathé Popcorn sweet,drinks-chips-snacks
590941,Chio Pöm-bar original,borrel-chips-snacks,"Borrel, chips, snacks/Naturel chips",0.69,0.69,30 g,,D,https://www.ah.nl/producten/product/wi590941/chio-pom-bar-original,2026-02-23,borrel-chips-snacks,Chio Pöm bar original,drinks-chips-snacks
2226,AH Tomatenpuree,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpuree",0.49,0.49,70 g,,A,https://www.ah.nl/producten/product/wi2226/ah-tomatenpuree,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Tomato Puree,pasta-rice-world cuisine
566924,AH Tomatenpuree 4-pack,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpuree",1.86,1.96,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi566924/ah-tomatenpuree-4-pack,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Tomato Puree 4-pack,pasta-rice-world cuisine
30851,AH Tomatenblokjes,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenblokjes",0.55,0.55,400 g,,A,https://www.ah.nl/producten/product/wi30851/ah-tomatenblokjes,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Diced tomatoes,pasta-rice-world cuisine
395307,AH Biologisch Tomatenblokjes,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenblokjes",0.59,0.59,400 g,,A,https://www.ah.nl/producten/product/wi395307/ah-biologisch-tomatenblokjes,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Organic Diced Tomatoes,pasta-rice-world cuisine
161932,AH Kokosmelk,pasta-rijst-wereldkeuken,"Zuivel, eieren/Kokosmelk",1.29,1.29,200 ml,,D,https://www.ah.nl/producten/product/wi161932/ah-kokosmelk,2026-02-23,pasta-rijst-wereldkeuken,AH Coconut milk,pasta-rice-world cuisine
545537,AH Kokosmelk 4-pack,pasta-rijst-wereldkeuken,"Zuivel, eieren/Kokosmelk",4.9,5.16,4 stuks,5% volume voordeel,,https://www.ah.nl/producten/product/wi545537/ah-kokosmelk-4-pack,2026-02-23,pasta-rijst-wereldkeuken,AH Coconut Milk 4-pack,pasta-rice-world cuisine
453733,AH Tortilla wraps volkoren large,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Taco, tortilla, wrap, burrito",0.95,0.95,370 g,,A,https://www.ah.nl/producten/product/wi453733/ah-tortilla-wraps-volkoren-large,2026-02-23,pasta-rijst-wereldkeuken,AH Tortilla wraps whole wheat large,pasta-rice-world cuisine
481844,AH Tomaten passata gezeefd,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Gezeefde tomaten, frito, passata",0.75,0.75,500 g,,A,https://www.ah.nl/producten/product/wi481844/ah-tomaten-passata-gezeefd,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Tomato passata sieved,pasta-rice-world cuisine
136836,AH Tortilla naturel wraps medium 8 stuks,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Taco, tortilla, wrap, burrito",0.99,0.99,320 g,,C,https://www.ah.nl/producten/product/wi136836/ah-tortilla-naturel-wraps-medium-8-stuks,2026-02-23,pasta-rijst-wereldkeuken,AH Tortilla natural wraps medium 8 pieces,pasta-rice-world cuisine
582864,AH Tortilla volkoren wraps medium,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Taco, tortilla, wrap, burrito",0.95,0.95,320 g,,A,https://www.ah.nl/producten/product/wi582864/ah-tortilla-volkoren-wraps-medium,2026-02-23,pasta-rijst-wereldkeuken,AH Tortilla whole wheat wraps medium,pasta-rice-world cuisine
490540,AH Kroepoek naturel,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Kroepoek",1.09,1.09,100 g,,D,https://www.ah.nl/producten/product/wi490540/ah-kroepoek-naturel,2026-02-23,pasta-rijst-wereldkeuken,AH Kroepoek natural,pasta-rice-world cuisine
378632,Heinz Tomato frito original,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Gezeefde tomaten, frito, passata",1.39,1.39,350 g,,A,https://www.ah.nl/producten/product/wi378632/heinz-tomato-frito-original,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,Heinz Tomato frito original,pasta-rice-world cuisine
578513,Heinz Frito 3-pack,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpuree",3.54,4.17,3 stuks,15% volume voordeel,,https://www.ah.nl/producten/product/wi578513/heinz-frito-3-pack,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,Heinz Frito 3-pack,pasta-rice-world cuisine
197585,AH Basmatirijst,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Basmatirijst",2.29,2.29,1 kg,,B,https://www.ah.nl/producten/product/wi197585/ah-basmatirijst,2026-02-23,pasta-rijst-wereldkeuken,AH Basmati rice,pasta-rice-world cuisine
140637,AH Tortilla naturel wraps large 6 stuks,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Taco, tortilla, wrap, burrito",0.95,0.95,370 g,,C,https://www.ah.nl/producten/product/wi140637/ah-tortilla-naturel-wraps-large-6-stuks,2026-02-23,pasta-rijst-wereldkeuken,AH Tortilla natural wraps large 6 pieces,pasta-rice-world cuisine
58168,AH Biologisch Volkoren penne,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Penne",0.85,0.85,500 g,,A,https://www.ah.nl/producten/product/wi58168/ah-biologisch-volkoren-penne,2026-02-23,pasta-rijst-wereldkeuken,AH Organic Whole wheat penne,pasta-rice-world cuisine
162513,AH Zilvervliesrijst,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Zilvervliesrijst",1.49,1.49,1 kg,,A,https://www.ah.nl/producten/product/wi162513/ah-zilvervliesrijst,2026-02-23,pasta-rijst-wereldkeuken,AH Brown rice,pasta-rice-world cuisine
58169,AH Biologisch Volkoren spaghetti,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Spaghetti",0.85,0.85,500 g,,A,https://www.ah.nl/producten/product/wi58169/ah-biologisch-volkoren-spaghetti,2026-02-23,pasta-rijst-wereldkeuken,AH Organic Whole wheat spaghetti,pasta-rice-world cuisine
207510,AH Biologisch Tomaten gepeld,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Gepelde tomaten",0.79,0.79,400 g,,A,https://www.ah.nl/producten/product/wi207510/ah-biologisch-tomaten-gepeld,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Organic Peeled tomatoes,pasta-rice-world cuisine
2090,Grand' Italia Spaghetti tradizionali,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Spaghetti",1.59,1.59,500 g,2e Halve Prijs,A,https://www.ah.nl/producten/product/wi2090/grand-italia-spaghetti-tradizionali,2026-02-23,pasta-rijst-wereldkeuken,Grand' Italia Spaghetti tradizionali,pasta-rice-world cuisine
3527,AH Tomatenpuree,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpuree",0.65,0.65,140 g,,A,https://www.ah.nl/producten/product/wi3527/ah-tomatenpuree,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Tomato Puree,pasta-rice-world cuisine
500621,Heinz Tomato frito biologisch,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Gezeefde tomaten, frito, passata",1.79,1.79,350 g,,A,https://www.ah.nl/producten/product/wi500621/heinz-tomato-frito-biologisch,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,Heinz Tomato frito organic,pasta-rice-world cuisine
556739,AH Biologisch Tomatenpuree,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpuree",0.69,0.69,140 g,,A,https://www.ah.nl/producten/product/wi556739/ah-biologisch-tomatenpuree,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Organic Tomato Puree,pasta-rice-world cuisine
3472,Honig Basis voor macaroni en spaghetti,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Italiaanse maaltijdpakketten, mixen",1.99,1.99,41 g,,E,https://www.ah.nl/producten/product/wi3472/honig-basis-voor-macaroni-en-spaghetti,2026-02-23,pasta-rijst-wereldkeuken,Honig Basis for macaroni and spaghetti,pasta-rice-world cuisine
582200,Honig basis voor macaroni en spaghetti 3-pack,pasta-rijst-wereldkeuken,"Soepen, sauzen, kruiden, olie/Paprikaconserven",5.07,5.97,3 stuks,15% volume voordeel,,https://www.ah.nl/producten/product/wi582200/honig-basis-voor-macaroni-en-spaghetti-3-pack,2026-02-23,pasta-rijst-wereldkeuken,Honig base for macaroni and spaghetti 3-pack,pasta-rice-world cuisine
234848,Mutti Polpa fijne tomatenpulp,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Tomatenpulp",1.99,1.99,425 ml,,A,https://www.ah.nl/producten/product/wi234848/mutti-polpa-fijne-tomatenpulp,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,Mutti Polpa fine tomato pulp,pasta-rice-world cuisine
803,AH Tomaten gepeld,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Gepelde tomaten",0.69,0.69,400 g,,A,https://www.ah.nl/producten/product/wi803/ah-tomaten-gepeld,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Peeled tomatoes,pasta-rice-world cuisine
416669,AH Pastasaus klassiek,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Pastasaus in pot",0.89,0.89,500 g,,A,https://www.ah.nl/producten/product/wi416669/ah-pastasaus-klassiek,2026-02-23,pasta-rijst-wereldkeuken; soepen-sauzen-kruiden-olie,AH Pasta sauce classic,pasta-rice-world cuisine
543606,AH Biologisch Macaroni volkoren,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Macaroni, maccheroncini",0.49,0.49,500 g,,A,https://www.ah.nl/producten/product/wi543606/ah-biologisch-macaroni-volkoren,2026-02-23,pasta-rijst-wereldkeuken,AH Organic Macaroni whole wheat,pasta-rice-world cuisine
173410,AH Tortilla naturel wraps large 12 stuks,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Taco, tortilla, wrap, burrito",1.79,1.79,740 g,,C,https://www.ah.nl/producten/product/wi173410/ah-tortilla-naturel-wraps-large-12-stuks,2026-02-23,pasta-rijst-wereldkeuken,AH Tortilla natural wraps large 12 pieces,pasta-rice-world cuisine
553416,AH Woknoedels volkoren,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Noedels",1.29,1.29,250 g,,A,https://www.ah.nl/producten/product/wi553416/ah-woknoedels-volkoren,2026-02-23,pasta-rijst-wereldkeuken,AH Wok noodles whole wheat,pasta-rice-world cuisine
36488,AH Zilvervliesrijst,pasta-rijst-wereldkeuken,"Pasta, rijst, wereldkeuken/Zilvervliesrijst",1.09,1.09,400 g,,A,https://www.ah.nl/producten/product/wi36488/ah-zilvervliesrijst,2026-02-23,pasta-rijst-wereldkeuken,AH Brown rice,pasta-rice-world cuisine
